,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,TPF
1151,67.74193548387096,23.161290322580644,54.29032258064516,8.096774193548388,23.258064516129032,13.32258064516129,18.774193548387096,9.193548387096774,22.612903225806452,12.129032258064516,14.096774193548388,5.129032258064516,2.161290322580645,15.419354838709678
1152,65.23333333333333,23.2,58.06666666666667,5.4,17.2,13.433333333333334,18.366666666666667,9.533333333333333,21.7,10.6,15.233333333333333,6.666666666666667,2.3333333333333335,21.633333333333333
1153,74.47058823529412,26.264705882352942,58.0,7.294117647058823,20.441176470588236,14.647058823529411,21.323529411764707,13.058823529411764,25.852941176470587,15.970588235294118,11.470588235294118,7.294117647058823,5.529411764705882,15.823529411764707
1154,79.44827586206897,26.379310344827587,65.65517241379311,11.689655172413794,35.0,15.0,21.448275862068964,11.689655172413794,24.620689655172413,15.413793103448276,14.758620689655173,8.344827586206897,2.9310344827586206,18.551724137931036
1155,73.28125,25.28125,55.8125,8.3125,22.6875,14.40625,19.03125,8.96875,26.5,13.1875,12.09375,5.6875,4.84375,16.0
1156,68.02941176470588,24.11764705882353,55.76470588235294,8.235294117647058,24.235294117647058,11.558823529411764,16.41176470588235,7.5588235294117645,22.794117647058822,12.911764705882353,13.117647058823529,6.235294117647059,2.4705882352941178,17.058823529411764
1157,70.44827586206897,23.96551724137931,55.86206896551724,6.793103448275862,20.413793103448278,15.724137931034482,21.655172413793103,11.931034482758621,25.344827586206897,12.931034482758621,15.275862068965518,5.275862068965517,3.3793103448275863,19.655172413793103
1158,75.19354838709677,25.870967741935484,56.16129032258065,7.580645161290323,20.838709677419356,15.870967741935484,20.677419354838708,8.35483870967742,24.451612903225808,11.064516129032258,9.870967741935484,5.354838709677419,3.6774193548387095,16.64516129032258
1159,71.70967741935483,24.838709677419356,56.96774193548387,9.419354838709678,25.93548387096774,12.612903225806452,16.451612903225808,8.870967741935484,23.193548387096776,12.709677419354838,11.0,6.129032258064516,3.2580645161290325,16.387096774193548
1160,72.09375,25.3125,57.46875,7.53125,21.0,13.9375,19.125,10.125,27.375,12.78125,14.09375,4.375,3.8125,19.40625
1161,71.83870967741936,25.096774193548388,60.225806451612904,7.0,21.225806451612904,14.64516129032258,20.35483870967742,11.612903225806452,25.774193548387096,12.612903225806452,13.548387096774194,5.870967741935484,3.096774193548387,19.612903225806452
1162,75.96153846153847,27.46153846153846,61.80769230769231,9.846153846153847,26.5,11.192307692307692,15.115384615384615,9.923076923076923,24.884615384615383,13.923076923076923,12.73076923076923,6.5,3.423076923076923,18.884615384615383
1163,68.15625,23.8125,57.25,6.71875,20.59375,13.8125,18.53125,10.5,23.84375,10.4375,12.59375,5.9375,3.71875,18.5
1164,60.78125,20.53125,57.0,8.28125,27.15625,11.4375,15.53125,8.53125,25.25,10.5625,14.4375,5.375,2.5625,20.34375
1165,75.22222222222223,26.444444444444443,57.55555555555556,7.555555555555555,22.59259259259259,14.777777777777779,20.22222222222222,8.37037037037037,25.62962962962963,15.777777777777779,13.333333333333334,5.074074074074074,3.2222222222222223,17.77777777777778
1166,83.96774193548387,30.548387096774192,61.58064516129032,10.35483870967742,27.516129032258064,12.516129032258064,16.70967741935484,7.193548387096774,28.70967741935484,17.838709677419356,11.35483870967742,5.483870967741935,2.4516129032258065,15.32258064516129
1167,64.22222222222223,22.555555555555557,54.96296296296296,6.037037037037037,20.22222222222222,13.074074074074074,19.11111111111111,10.851851851851851,24.11111111111111,12.407407407407407,13.88888888888889,5.62962962962963,2.7037037037037037,20.814814814814813
1168,72.65517241379311,24.82758620689655,52.6551724137931,5.137931034482759,14.96551724137931,17.862068965517242,24.24137931034483,8.310344827586206,25.586206896551722,12.379310344827585,14.482758620689655,6.413793103448276,3.3448275862068964,18.24137931034483
1169,64.78571428571429,23.821428571428573,56.035714285714285,5.857142857142857,16.892857142857142,11.285714285714286,15.857142857142858,8.0,22.607142857142858,11.678571428571429,12.321428571428571,4.857142857142857,2.5,17.821428571428573
1170,66.2,24.566666666666666,56.5,6.266666666666667,18.133333333333333,10.8,15.733333333333333,8.366666666666667,23.4,12.7,12.0,5.266666666666667,3.3666666666666667,18.133333333333333
1171,67.8076923076923,23.96153846153846,53.80769230769231,7.346153846153846,20.384615384615383,12.538461538461538,17.653846153846153,7.8076923076923075,23.23076923076923,13.076923076923077,13.615384615384615,5.538461538461538,3.1923076923076925,15.884615384615385
1172,76.4375,27.34375,56.65625,10.6875,27.3125,11.0625,13.875,6.90625,25.90625,16.84375,9.5625,4.78125,1.96875,15.03125
1173,72.38709677419355,25.93548387096774,53.903225806451616,8.0,23.741935483870968,12.516129032258064,17.129032258064516,7.741935483870968,23.483870967741936,15.741935483870968,13.741935483870968,5.225806451612903,2.5161290322580645,16.483870967741936
1174,69.58064516129032,25.451612903225808,56.483870967741936,5.870967741935484,17.838709677419356,12.806451612903226,19.419354838709676,9.096774193548388,25.161290322580644,11.225806451612904,10.580645161290322,4.709677419354839,2.225806451612903,16.70967741935484
1175,63.166666666666664,23.066666666666666,55.2,6.066666666666666,18.3,10.966666666666667,15.733333333333333,10.1,22.533333333333335,10.6,15.4,5.533333333333333,2.533333333333333,17.6
1176,71.25,25.75,55.785714285714285,6.964285714285714,17.642857142857142,12.785714285714286,18.321428571428573,10.107142857142858,25.928571428571427,14.25,15.107142857142858,4.071428571428571,2.142857142857143,18.964285714285715
1177,71.93548387096774,26.419354838709676,61.74193548387097,6.258064516129032,20.193548387096776,12.838709677419354,18.129032258064516,12.35483870967742,25.06451612903226,15.0,13.870967741935484,6.451612903225806,3.032258064516129,17.838709677419356
1178,76.0,26.4,62.333333333333336,8.4,25.2,14.8,19.4,10.233333333333333,23.966666666666665,12.666666666666666,13.633333333333333,6.033333333333333,2.5,20.2
1179,72.6774193548387,25.129032258064516,57.806451612903224,8.451612903225806,23.35483870967742,13.96774193548387,18.193548387096776,8.129032258064516,25.29032258064516,14.903225806451612,12.0,5.741935483870968,2.4838709677419355,15.580645161290322
1180,73.71875,26.5625,60.46875,6.78125,21.09375,13.8125,19.21875,11.25,25.0625,11.34375,12.28125,5.28125,4.15625,17.53125
1181,84.6969696969697,30.545454545454547,61.93939393939394,8.303030303030303,21.96969696969697,15.303030303030303,21.606060606060606,13.545454545454545,28.333333333333332,17.515151515151516,12.606060606060606,7.515151515151516,5.363636363636363,15.636363636363637
1182,72.40625,25.03125,58.5625,8.15625,23.28125,14.1875,20.71875,12.09375,23.8125,11.9375,11.96875,5.8125,4.375,18.75
1183,65.34482758620689,22.93103448275862,55.58620689655172,7.137931034482759,20.20689655172414,12.344827586206897,17.896551724137932,10.689655172413794,23.310344827586206,11.89655172413793,13.620689655172415,5.620689655172414,4.206896551724138,16.620689655172413
1184,70.13793103448276,24.517241379310345,56.41379310344828,7.206896551724138,20.517241379310345,13.89655172413793,18.82758620689655,9.310344827586206,22.482758620689655,12.620689655172415,13.275862068965518,6.379310344827586,3.4482758620689653,17.586206896551722
1185,69.93103448275862,25.862068965517242,56.310344827586206,6.275862068965517,18.75862068965517,11.931034482758621,17.17241379310345,10.137931034482758,24.275862068965516,12.137931034482758,12.620689655172415,8.068965517241379,5.9655172413793105,16.79310344827586
1186,74.3125,26.5,56.84375,9.0,23.3125,12.3125,16.0625,7.0,25.78125,12.5,11.71875,5.1875,3.0,19.0625
1187,66.43333333333334,24.7,57.43333333333333,6.066666666666666,19.9,10.966666666666667,16.466666666666665,9.733333333333333,24.266666666666666,12.933333333333334,14.366666666666667,4.933333333333334,3.1,17.666666666666668
1188,69.66666666666667,24.466666666666665,58.63333333333333,7.066666666666666,21.8,13.666666666666666,19.333333333333332,10.8,23.333333333333332,12.433333333333334,13.633333333333333,4.8,2.7333333333333334,21.5
1189,72.2,25.9,59.4,10.333333333333334,29.766666666666666,10.066666666666666,14.266666666666667,7.733333333333333,27.033333333333335,15.733333333333333,11.666666666666666,4.166666666666667,2.033333333333333,15.766666666666667
1190,74.3125,26.875,56.625,7.1875,20.6875,13.375,18.75,9.875,26.53125,14.46875,13.625,7.25,4.34375,18.4375
1191,63.9,22.233333333333334,51.36666666666667,5.6,14.033333333333333,13.833333333333334,17.666666666666668,7.466666666666667,25.0,12.533333333333333,13.8,6.1,2.8333333333333335,18.3
1192,72.6896551724138,26.310344827586206,59.58620689655172,6.758620689655173,19.93103448275862,13.310344827586206,18.344827586206897,10.827586206896552,22.896551724137932,12.689655172413794,13.655172413793103,6.517241379310345,3.0,18.310344827586206
1193,75.93939393939394,26.696969696969695,60.878787878787875,9.181818181818182,27.060606060606062,13.363636363636363,18.818181818181817,9.06060606060606,25.818181818181817,14.757575757575758,12.757575757575758,6.393939393939394,2.878787878787879,20.09090909090909
1194,66.67857142857143,24.035714285714285,61.142857142857146,5.535714285714286,17.392857142857142,13.071428571428571,17.714285714285715,11.392857142857142,26.535714285714285,11.571428571428571,12.892857142857142,5.25,3.9642857142857144,18.428571428571427
1195,81.48387096774194,29.70967741935484,59.903225806451616,7.129032258064516,19.096774193548388,14.935483870967742,20.06451612903226,10.451612903225806,27.161290322580644,14.774193548387096,14.193548387096774,7.032258064516129,2.7096774193548385,18.580645161290324
1196,76.0625,26.28125,60.53125,9.125,24.3125,14.375,20.0,10.78125,24.34375,12.96875,9.8125,6.90625,4.71875,17.25
1197,68.66666666666667,24.333333333333332,58.21212121212121,6.333333333333333,18.03030303030303,13.666666666666666,18.666666666666668,10.151515151515152,21.87878787878788,10.878787878787879,13.818181818181818,5.606060606060606,3.1515151515151514,18.12121212121212
1198,70.20689655172414,25.310344827586206,60.10344827586207,6.068965517241379,19.379310344827587,13.517241379310345,21.93103448275862,10.206896551724139,26.103448275862068,11.551724137931034,11.206896551724139,7.413793103448276,3.1724137931034484,18.275862068965516
1199,81.7741935483871,29.258064516129032,61.70967741935484,8.0,22.774193548387096,15.258064516129032,22.29032258064516,11.709677419354838,26.322580645161292,15.258064516129032,13.0,6.709677419354839,5.161290322580645,18.29032258064516
1200,62.29032258064516,22.322580645161292,54.193548387096776,7.32258064516129,25.387096774193548,10.32258064516129,14.580645161290322,6.419354838709677,22.096774193548388,13.516129032258064,12.451612903225806,9.129032258064516,2.3870967741935485,15.838709677419354
1201,75.66666666666667,27.0,55.666666666666664,6.633333333333334,17.0,15.033333333333333,21.4,8.6,24.666666666666668,12.433333333333334,12.0,6.433333333333334,3.2666666666666666,19.733333333333334
1202,77.90322580645162,28.0,60.03225806451613,9.96774193548387,28.258064516129032,11.935483870967742,16.903225806451612,9.32258064516129,24.70967741935484,15.580645161290322,11.612903225806452,7.870967741935484,2.161290322580645,16.451612903225808
1203,67.42424242424242,25.21212121212121,56.39393939393939,5.454545454545454,17.0,11.545454545454545,16.272727272727273,10.606060606060606,23.333333333333332,13.333333333333334,12.757575757575758,5.7272727272727275,4.9393939393939394,14.727272727272727
1204,73.7741935483871,25.419354838709676,59.67741935483871,7.838709677419355,23.322580645161292,15.096774193548388,22.806451612903224,11.709677419354838,25.096774193548388,9.612903225806452,11.290322580645162,6.516129032258065,3.5161290322580645,19.322580645161292
1205,67.03448275862068,24.310344827586206,56.44827586206897,6.827586206896552,20.06896551724138,11.586206896551724,15.793103448275861,8.758620689655173,25.655172413793103,11.89655172413793,13.931034482758621,5.241379310344827,2.6551724137931036,18.448275862068964
1206,71.84848484848484,25.484848484848484,59.06060606060606,6.96969696969697,21.363636363636363,13.909090909090908,18.757575757575758,9.969696969696969,26.78787878787879,11.454545454545455,12.878787878787879,6.0606060606060606,2.909090909090909,16.393939393939394
1207,78.33333333333333,26.666666666666668,58.766666666666666,7.533333333333333,20.6,17.466666666666665,22.533333333333335,10.9,27.466666666666665,17.4,15.266666666666667,5.466666666666667,3.6666666666666665,17.7
1208,68.0909090909091,23.242424242424242,55.303030303030305,6.090909090909091,19.151515151515152,15.515151515151516,22.181818181818183,12.303030303030303,27.12121212121212,12.181818181818182,12.727272727272727,3.8181818181818183,4.7272727272727275,16.151515151515152
1209,74.40625,26.40625,57.375,9.21875,23.59375,12.375,18.125,8.65625,24.84375,12.8125,11.46875,7.15625,4.46875,18.5625
1210,65.65625,23.53125,55.3125,4.875,15.3125,13.71875,19.25,10.4375,23.4375,12.78125,12.84375,6.90625,5.34375,16.65625
1211,84.5,30.852941176470587,61.3235294117647,9.088235294117647,24.294117647058822,13.705882352941176,18.970588235294116,11.058823529411764,28.852941176470587,15.735294117647058,11.294117647058824,6.4411764705882355,3.7058823529411766,17.058823529411764
1212,71.53333333333333,24.733333333333334,59.6,4.9,15.033333333333333,17.166666666666668,24.266666666666666,12.233333333333333,26.433333333333334,10.833333333333334,15.533333333333333,7.666666666666667,3.533333333333333,21.666666666666668
1213,73.21875,24.78125,58.71875,7.3125,22.9375,16.34375,23.25,12.09375,26.9375,15.40625,13.4375,6.25,3.8125,20.5
1214,78.86666666666666,28.2,63.166666666666664,6.0,18.433333333333334,16.466666666666665,21.366666666666667,10.8,27.966666666666665,14.8,12.766666666666667,5.433333333333334,3.3,20.133333333333333
1216,70.12903225806451,25.096774193548388,55.32258064516129,8.064516129032258,23.677419354838708,11.870967741935484,17.387096774193548,8.290322580645162,25.0,12.838709677419354,12.258064516129032,6.032258064516129,3.870967741935484,18.322580645161292
1217,68.3,24.033333333333335,55.7,8.166666666666666,23.033333333333335,12.066666666666666,15.3,8.666666666666666,26.033333333333335,12.833333333333334,13.633333333333333,5.1,3.8,17.766666666666666
1218,69.10714285714286,23.678571428571427,53.92857142857143,6.607142857142857,20.357142857142858,15.142857142857142,21.964285714285715,8.678571428571429,24.285714285714285,14.0,13.571428571428571,5.392857142857143,2.0,19.75
1219,67.66666666666667,24.444444444444443,55.22222222222222,5.555555555555555,15.481481481481481,13.222222222222221,18.814814814814813,10.481481481481481,23.296296296296298,11.0,12.666666666666666,6.555555555555555,2.5185185185185186,18.62962962962963
1220,78.56666666666666,27.7,59.86666666666667,8.3,22.233333333333334,14.866666666666667,21.866666666666667,10.8,24.466666666666665,13.133333333333333,10.966666666666667,4.833333333333333,2.6,18.7
1221,63.61290322580645,23.35483870967742,50.61290322580645,6.548387096774194,20.096774193548388,10.35483870967742,15.0,5.741935483870968,22.64516129032258,13.580645161290322,12.290322580645162,6.225806451612903,3.3870967741935485,17.322580645161292
1222,77.42424242424242,27.575757575757574,59.18181818181818,8.636363636363637,22.333333333333332,13.636363636363637,19.03030303030303,11.848484848484848,26.727272727272727,14.909090909090908,12.151515151515152,6.424242424242424,3.121212121212121,21.03030303030303
1223,74.21428571428571,26.321428571428573,65.07142857142857,7.25,22.107142857142858,14.321428571428571,23.071428571428573,14.821428571428571,23.25,12.75,14.25,6.357142857142857,2.5357142857142856,20.25
1224,73.93548387096774,25.548387096774192,60.645161290322584,8.129032258064516,23.322580645161292,14.709677419354838,20.93548387096774,11.193548387096774,23.677419354838708,12.096774193548388,13.129032258064516,5.161290322580645,2.5483870967741935,20.580645161290324
1225,74.34482758620689,26.344827586206897,56.48275862068966,9.068965517241379,22.103448275862068,12.586206896551724,17.17241379310345,9.931034482758621,26.275862068965516,14.655172413793103,13.172413793103448,4.172413793103448,2.413793103448276,17.724137931034484
1226,73.07142857142857,25.892857142857142,54.714285714285715,8.392857142857142,21.321428571428573,12.892857142857142,18.892857142857142,6.321428571428571,24.642857142857142,11.785714285714286,13.0,5.678571428571429,2.3214285714285716,17.678571428571427
1227,74.76666666666667,26.333333333333332,58.733333333333334,6.733333333333333,19.466666666666665,15.366666666666667,21.2,10.433333333333334,27.533333333333335,12.8,15.4,6.866666666666666,6.833333333333333,19.533333333333335
1228,75.16129032258064,26.580645161290324,60.67741935483871,7.290322580645161,21.967741935483872,14.709677419354838,20.06451612903226,12.35483870967742,20.483870967741936,13.64516129032258,13.387096774193548,7.32258064516129,2.161290322580645,22.548387096774192
1229,71.1875,24.375,57.90625,8.96875,26.6875,13.46875,19.59375,9.625,25.71875,14.0,13.40625,6.53125,4.03125,20.625
1230,67.45833333333333,22.458333333333332,53.583333333333336,6.041666666666667,17.458333333333332,16.5,22.041666666666668,9.166666666666666,23.625,10.5,16.583333333333332,5.25,4.541666666666667,18.875
1231,71.90322580645162,26.0,57.0,6.258064516129032,19.419354838709676,13.64516129032258,20.774193548387096,11.129032258064516,24.322580645161292,14.03225806451613,12.451612903225806,6.419354838709677,4.32258064516129,18.129032258064516
1232,72.20689655172414,24.586206896551722,58.51724137931034,8.758620689655173,24.448275862068964,14.275862068965518,19.93103448275862,10.275862068965518,25.862068965517242,11.655172413793103,14.482758620689655,7.482758620689655,3.3448275862068964,20.0
1233,79.84848484848484,28.242424242424242,61.121212121212125,9.666666666666666,24.90909090909091,13.696969696969697,18.545454545454547,8.515151515151516,25.303030303030305,15.93939393939394,11.666666666666666,6.787878787878788,3.0606060606060606,17.303030303030305
1234,79.6969696969697,28.666666666666668,59.84848484848485,7.636363636363637,20.363636363636363,14.727272727272727,21.181818181818183,11.848484848484848,26.272727272727273,18.242424242424242,13.363636363636363,5.212121212121212,4.0606060606060606,16.696969696969695
1235,72.83870967741936,26.35483870967742,60.32258064516129,7.548387096774194,21.06451612903226,12.580645161290322,17.967741935483872,10.903225806451612,25.774193548387096,13.64516129032258,11.903225806451612,4.806451612903226,4.161290322580645,16.387096774193548
1236,79.39285714285714,27.5,62.107142857142854,10.285714285714286,27.928571428571427,14.107142857142858,19.821428571428573,9.642857142857142,24.714285714285715,13.964285714285714,11.714285714285714,7.75,3.392857142857143,16.75
1237,67.32142857142857,23.857142857142858,57.107142857142854,7.142857142857143,20.107142857142858,12.464285714285714,18.785714285714285,11.642857142857142,21.642857142857142,12.428571428571429,14.071428571428571,6.75,3.2142857142857144,18.714285714285715
1238,61.56666666666667,22.133333333333333,60.06666666666667,7.433333333333334,22.633333333333333,9.866666666666667,14.933333333333334,12.433333333333334,21.133333333333333,10.766666666666667,11.4,6.766666666666667,2.7333333333333334,20.466666666666665
1239,70.41379310344827,26.413793103448278,59.827586206896555,5.793103448275862,17.551724137931036,11.793103448275861,17.96551724137931,9.517241379310345,25.137931034482758,12.241379310344827,13.96551724137931,5.931034482758621,3.5517241379310347,16.482758620689655
1240,70.59375,26.46875,57.875,5.5625,17.375,12.09375,17.25,11.375,26.1875,15.125,12.875,5.96875,5.0,17.53125
1241,72.93548387096774,25.29032258064516,60.32258064516129,7.258064516129032,21.64516129032258,15.096774193548388,20.580645161290324,10.935483870967742,24.35483870967742,12.258064516129032,11.709677419354838,6.935483870967742,3.2580645161290325,21.129032258064516
