,TeamID,OppID,W,TScore,OScore,TFGM,TFGA,TFGM3,TFGA3,TFTM,TFTA,TOR,TDR,TAst,TTO,TStl,TBlk,TPF,OFGM,OFGA,OFGM3,OFGA3,OFTM,OFTA,OOR,ODR,OAst,OTO,OStl,OBlk,OPF
76676,1398,1242,0,56,92,19,58,8,23,10,16,8,15,7,15,10,0,16,36,60,12,28,8,11,10,35,23,20,8,7,13
76677,1243,1110,1,83,45,29,53,12,22,13,21,13,28,22,17,8,4,11,17,56,8,31,3,4,8,15,9,18,9,1,15
76678,1246,1430,1,73,63,26,66,5,15,16,23,18,20,17,14,11,8,18,23,56,5,18,12,18,16,23,12,20,8,8,20
76679,1249,1409,1,74,67,25,59,7,24,17,21,14,28,12,16,10,0,21,23,51,5,19,16,23,4,24,8,15,4,1,21
76680,1362,1253,0,71,83,22,59,8,23,19,26,12,27,10,19,6,4,27,26,58,4,15,27,32,8,29,6,15,9,7,26
76681,1260,1460,1,84,80,28,51,7,20,21,32,10,22,18,19,10,3,20,26,54,9,20,19,25,8,20,16,20,9,2,25
76682,1261,1108,1,99,59,36,59,11,19,16,24,9,26,18,7,12,6,16,23,59,4,24,9,13,12,14,7,16,4,2,18
76683,1291,1266,0,59,80,23,51,7,28,6,11,4,20,12,16,3,3,16,29,57,6,21,16,21,10,25,16,11,10,2,15
76684,1267,1404,1,102,91,34,69,11,38,23,34,18,19,21,12,7,1,18,34,64,11,26,12,15,14,23,16,22,4,0,29
76685,1268,1392,1,76,61,27,55,2,14,20,26,8,34,12,15,4,3,17,23,63,9,27,6,9,5,21,15,13,7,2,19
76686,1269,1262,1,74,69,24,51,3,15,23,34,10,29,15,15,8,7,24,20,51,6,18,23,30,6,21,15,14,9,2,21
76687,1274,1205,1,77,45,30,60,7,26,10,21,12,36,21,12,5,3,15,20,63,4,16,1,6,10,26,10,14,5,0,19
76688,1200,1275,0,54,55,22,56,3,24,7,14,5,20,10,9,13,4,17,20,59,5,23,10,15,20,33,12,21,2,2,17
76689,1277,1316,1,98,66,35,61,3,12,25,32,14,35,22,21,12,10,21,23,66,11,29,9,15,11,15,8,19,9,2,24
76690,1367,1278,0,77,92,26,68,14,31,11,16,11,24,13,12,5,2,25,32,70,9,28,19,31,20,34,20,13,3,6,16
76691,1418,1279,0,76,94,26,71,8,23,16,23,17,23,14,13,6,2,23,33,65,7,21,21,31,16,32,17,14,6,7,19
76692,1280,1106,1,96,68,31,64,7,20,27,35,13,34,16,14,7,4,19,25,67,7,26,11,22,15,26,8,17,6,1,26
76693,1281,1235,1,74,59,27,51,10,23,10,13,7,31,17,17,8,4,18,24,61,6,19,5,11,10,17,11,13,7,1,13
76694,1443,1283,0,80,85,22,56,8,21,28,36,13,21,9,15,3,5,19,34,61,6,13,11,18,11,27,13,18,5,3,31
76695,1137,1284,0,78,79,29,66,13,33,7,17,10,22,17,8,3,2,24,25,51,5,12,24,30,5,33,5,13,4,4,22
76696,1303,1286,0,80,89,30,71,2,20,18,27,12,33,7,18,8,0,18,32,73,8,27,17,21,10,33,12,13,8,4,29
76697,1297,1190,1,81,63,27,66,9,33,18,21,11,29,17,14,9,3,21,22,60,2,18,17,24,13,30,3,20,8,5,22
76698,1298,1338,1,71,62,24,55,8,19,15,18,9,30,20,16,5,0,17,23,55,8,28,8,15,5,25,13,13,6,4,19
76699,1301,1440,1,102,67,37,73,6,18,22,30,15,26,18,9,10,6,23,18,50,4,20,27,35,8,23,9,21,6,2,25
76700,1225,1305,0,64,88,22,58,4,19,16,21,10,29,16,17,4,2,24,30,62,7,23,21,26,6,28,21,10,10,7,22
76701,1382,1310,0,75,77,24,61,6,26,21,31,17,26,7,13,3,2,25,25,53,8,22,19,31,8,27,12,13,6,2,24
76702,1410,1311,0,106,111,39,89,7,29,21,35,20,30,22,12,10,4,23,37,81,14,33,23,29,18,35,21,21,5,4,29
76703,1320,1314,0,69,86,23,55,13,28,10,15,7,22,15,14,2,1,20,31,62,6,18,18,21,9,28,20,7,8,3,15
76704,1315,1407,1,83,80,32,65,12,26,7,14,6,28,16,12,9,2,22,28,65,6,22,18,30,13,29,13,13,5,2,16
76705,1318,1131,1,65,59,20,50,5,20,20,24,8,31,14,18,3,6,17,23,57,5,17,8,16,8,23,10,13,8,3,24
76706,1321,1259,1,79,75,25,61,5,21,24,37,12,29,13,15,5,12,25,24,59,8,17,19,29,12,32,14,18,6,2,30
76707,1324,1236,1,85,71,27,54,9,25,22,28,7,30,16,18,8,7,14,26,68,5,17,14,17,13,23,12,14,7,1,24
76708,1326,1352,1,95,64,40,67,5,18,10,16,16,35,16,19,8,8,13,23,65,10,25,8,10,9,13,12,18,7,2,22
76709,1337,1329,0,47,78,13,46,3,16,18,29,7,27,6,17,6,1,16,28,59,10,29,12,15,6,34,18,10,6,3,22
76710,1330,1406,1,57,54,24,58,3,16,6,13,8,23,11,8,5,10,18,19,55,6,20,10,14,15,31,8,16,3,4,17
76711,1164,1332,0,54,70,16,57,8,30,14,16,3,25,5,9,6,2,17,26,59,8,29,10,13,8,35,15,13,4,3,16
76712,1381,1333,0,82,99,22,57,6,18,32,46,9,24,7,14,5,0,29,34,63,5,20,26,35,11,33,17,13,7,7,33
76713,1336,1144,1,86,75,24,65,5,19,33,41,15,29,11,14,8,4,24,25,62,6,23,19,23,11,26,8,18,5,8,27
76714,1344,1223,1,84,55,31,62,8,18,14,22,12,31,17,12,11,4,17,20,63,4,22,11,16,16,24,7,18,8,3,19
76715,1345,1188,1,105,74,36,61,9,19,24,32,12,27,24,11,8,8,15,31,81,10,31,2,7,24,16,15,16,4,2,24
76716,1348,1421,1,84,60,33,61,3,14,15,20,9,23,18,15,13,2,31,18,42,6,15,18,32,9,22,11,27,7,2,22
76717,1351,1214,1,90,75,28,68,14,31,20,34,19,28,14,9,9,3,21,27,63,8,20,13,17,10,31,13,16,3,5,28
76718,1414,1355,0,54,65,22,58,5,19,5,12,16,34,8,18,4,2,24,17,57,14,35,17,23,12,25,14,8,4,5,16
76719,1356,1457,1,81,66,32,61,7,17,10,13,11,31,13,18,11,3,25,22,54,4,16,18,27,8,19,10,15,9,1,15
76720,1192,1371,0,68,90,24,56,10,24,10,16,9,18,15,17,6,3,20,33,66,9,24,15,23,18,26,22,14,6,2,18
76721,1420,1374,0,67,78,21,50,8,25,17,24,10,21,11,14,6,1,26,22,47,8,23,26,35,11,23,14,11,4,6,22
76722,1376,1459,1,73,52,25,54,11,23,12,16,12,28,17,14,5,3,17,17,49,6,19,12,16,8,20,7,13,3,0,16
76723,1194,1378,0,59,60,21,59,3,12,14,21,15,26,8,12,6,5,18,20,50,5,16,15,17,5,29,15,11,6,1,18
76724,1385,1309,1,77,61,25,56,12,30,15,19,7,20,17,11,10,3,19,21,54,4,14,15,21,15,27,9,21,4,1,17
76725,1370,1387,0,46,62,17,48,7,25,5,6,3,23,8,14,5,4,18,19,52,5,18,19,27,14,29,10,14,10,4,14
76726,1142,1390,0,62,78,23,60,10,25,6,9,5,19,11,11,8,4,24,26,53,9,19,17,23,11,30,13,16,6,4,10
76727,1393,1165,1,77,45,29,70,6,17,13,18,21,33,14,8,12,6,22,13,52,4,27,15,26,14,22,10,15,1,1,15
76728,1395,1419,1,83,73,30,61,6,20,17,28,9,31,19,13,7,5,15,27,69,12,27,7,11,9,26,18,13,8,0,23
76729,1397,1342,1,88,53,33,58,7,15,15,23,10,29,25,8,9,4,20,18,50,8,26,9,14,7,21,12,19,3,0,21
76730,1400,1322,1,105,59,37,75,10,33,21,33,19,29,23,5,11,8,19,21,56,6,16,11,15,6,27,6,19,2,1,24
76731,1375,1403,0,50,75,14,46,7,20,15,30,13,19,6,24,9,2,22,27,56,5,20,16,22,12,28,15,18,11,3,19
76732,1254,1408,0,96,102,38,76,9,26,11,13,8,24,11,11,6,5,22,36,70,9,24,21,26,14,32,21,14,4,6,18
76733,1412,1239,1,96,67,35,57,8,20,18,22,7,34,26,16,4,4,17,26,63,9,30,6,15,9,17,12,16,7,1,19
76734,1415,1143,1,74,66,28,70,6,19,12,24,16,36,17,13,5,2,29,19,62,4,16,24,39,14,32,7,11,5,9,21
76735,1416,1273,1,88,79,30,56,5,17,23,37,12,27,12,14,7,6,24,23,56,12,29,21,28,9,19,14,14,5,1,28
76736,1168,1425,0,42,84,14,60,2,19,12,29,16,28,4,21,4,3,19,28,68,10,24,18,25,13,39,11,13,6,9,25
76737,1428,1341,1,83,62,29,56,5,20,20,30,10,31,14,19,2,3,21,22,57,4,18,14,27,9,23,7,18,9,1,29
76738,1433,1212,1,94,65,34,75,15,34,11,15,16,33,17,11,5,4,23,22,58,2,13,19,30,7,28,7,12,5,3,17
76739,1435,1122,1,73,54,26,58,9,25,12,19,16,23,17,15,8,6,16,22,54,3,13,7,12,9,22,11,17,5,1,20
76740,1162,1437,0,60,75,23,55,8,24,6,12,5,27,10,13,3,1,20,27,67,7,32,14,22,16,29,11,7,4,2,16
76741,1438,1422,1,60,48,18,42,4,16,20,24,7,23,8,13,8,4,17,15,51,4,26,14,18,16,20,9,17,5,2,20
76742,1439,1178,1,111,79,42,74,7,21,20,28,16,32,21,12,9,3,16,26,70,9,29,18,22,12,20,11,14,10,4,22
76743,1125,1449,0,82,86,32,65,10,31,8,12,9,21,20,16,4,4,27,28,52,4,11,26,36,7,25,8,15,12,3,18
76744,1429,1451,0,59,65,20,54,4,15,15,19,6,26,5,11,2,1,16,23,54,6,22,13,16,6,30,11,13,8,6,22
76745,1282,1455,0,57,109,18,65,9,26,12,17,7,19,6,14,6,4,21,39,64,13,23,18,23,8,43,26,14,4,11,15
76746,1354,1458,0,50,85,19,56,6,18,6,9,4,18,7,14,7,0,19,32,56,10,23,11,18,8,33,18,13,7,3,9
76747,1151,1461,0,65,74,24,60,7,23,10,14,9,29,14,16,5,2,27,20,48,10,21,24,30,4,31,12,15,5,7,19
76748,1287,1462,0,49,101,14,59,7,23,14,22,15,17,5,17,9,4,27,36,53,12,21,17,28,7,34,26,15,11,10,19
76749,1103,1156,1,67,57,20,66,8,34,19,23,12,39,8,17,5,5,26,22,55,3,19,10,26,4,37,7,16,5,4,20
76750,1133,1237,1,68,53,25,56,12,21,6,12,13,26,20,14,4,5,20,15,53,6,20,17,20,13,22,8,12,6,1,17
76751,1138,1145,1,80,75,30,73,7,24,13,20,21,21,9,12,8,2,22,25,52,8,21,17,19,7,25,13,19,4,6,20
76752,1140,1290,1,91,61,33,56,12,26,13,22,11,32,20,9,3,11,16,24,64,6,17,7,10,9,19,11,6,3,0,19
76753,1430,1181,0,69,99,25,67,6,25,13,16,16,23,13,19,5,0,15,39,73,10,23,11,17,15,27,26,12,14,7,16
76754,1182,1383,1,80,70,23,59,3,26,31,45,18,28,7,9,6,6,17,26,65,5,19,13,16,14,24,13,12,5,3,26
76755,1335,1193,0,72,80,26,72,9,39,11,19,13,25,14,9,6,3,21,28,56,4,17,20,24,7,40,13,16,5,5,22
76756,1229,1195,0,87,98,33,65,14,29,7,16,5,19,24,11,3,5,26,32,65,7,23,27,37,17,31,16,12,9,5,16
76757,1464,1245,0,78,111,30,79,6,20,12,30,21,20,14,12,7,2,29,41,75,2,14,27,34,17,40,19,13,8,6,25
76758,1247,1389,1,61,40,22,47,7,19,10,14,6,28,12,13,7,0,11,15,49,7,20,3,5,6,21,12,17,7,0,19
76759,1265,1250,0,76,84,24,55,9,24,19,29,7,34,13,16,2,5,12,30,75,12,31,12,17,13,27,11,8,11,4,21
76760,1276,1316,1,86,66,33,71,9,25,11,16,12,24,21,10,12,2,12,22,50,9,15,13,17,8,26,11,24,5,4,19
76761,1304,1183,1,72,68,22,57,5,16,23,39,16,27,11,12,6,9,16,25,63,6,16,12,18,15,28,11,16,10,4,28
76762,1323,1177,1,72,58,25,53,12,27,10,16,6,34,10,9,1,3,15,22,65,5,22,9,16,11,25,9,4,4,2,12
76763,1105,1325,0,53,61,21,62,4,19,7,8,9,37,5,24,4,1,17,24,65,5,21,8,13,7,33,11,15,9,6,13
76764,1340,1339,1,80,75,28,70,10,21,14,31,26,22,15,13,7,5,26,23,54,10,20,19,31,15,29,17,17,7,11,25
76765,1171,1346,0,77,78,28,68,5,17,16,19,10,22,14,6,7,6,24,24,60,8,20,22,27,16,32,14,15,2,8,17
76766,1295,1364,0,66,85,22,54,7,23,15,20,7,22,13,8,2,2,21,27,53,12,22,19,26,8,28,21,6,2,4,20
76767,1255,1372,0,61,74,22,56,4,18,13,18,10,19,12,22,11,8,21,25,56,6,18,18,25,16,28,9,21,13,4,22
76768,1388,1384,1,85,68,35,65,12,26,3,3,10,26,24,10,4,2,22,25,52,4,12,14,18,4,18,8,9,6,1,10
76769,1452,1401,0,65,88,24,70,12,40,5,9,11,24,19,16,7,8,19,31,64,10,19,16,20,10,37,22,18,10,5,16
76770,1386,1405,0,87,98,32,70,12,26,11,20,10,21,13,6,6,5,23,30,56,14,25,24,29,8,35,21,12,4,5,19
76771,1210,1417,0,60,63,20,58,4,18,16,20,11,24,12,11,7,5,20,22,54,5,14,14,21,11,25,11,14,6,6,17
76772,1424,1197,1,108,66,41,78,7,18,19,24,23,31,27,14,8,8,18,25,75,5,20,11,15,22,18,13,16,6,3,22
76773,1258,1426,0,80,85,28,64,7,24,17,23,18,21,11,19,11,3,23,27,55,12,27,19,27,10,19,24,16,7,6,18
76774,1312,1447,0,49,60,15,47,4,22,15,30,11,25,7,18,10,4,25,20,55,6,21,14,22,13,27,12,16,6,5,21
76775,1102,1402,1,65,57,25,60,8,20,7,9,10,20,16,11,11,3,21,20,44,5,13,12,17,7,26,8,20,4,3,14
76776,1420,1112,0,78,103,26,62,14,28,12,16,7,17,14,10,6,0,15,39,64,15,28,10,14,9,32,25,13,8,6,16
76777,1137,1116,0,73,101,26,58,11,27,10,18,10,15,15,18,3,3,21,38,71,6,15,19,25,16,25,12,13,10,5,21
76778,1381,1129,0,69,90,25,56,6,21,13,18,3,24,7,12,5,2,20,34,59,12,27,10,12,2,30,16,11,5,4,20
76779,1354,1130,0,52,91,17,53,3,13,15,22,7,15,7,13,4,2,18,31,64,12,27,17,22,16,33,18,15,7,5,20
76780,1139,1343,1,85,75,31,57,5,16,18,21,5,26,8,7,4,1,24,25,45,9,15,16,24,0,18,9,11,5,2,22
76781,1143,1142,1,85,82,28,50,4,11,25,33,12,19,14,16,5,5,14,30,58,16,28,6,6,7,11,19,14,6,1,26
76782,1299,1155,0,63,87,23,57,9,26,8,14,3,19,9,9,7,1,17,33,59,6,19,15,22,12,33,21,13,5,4,14
76783,1166,1108,1,109,72,33,59,16,33,27,32,11,36,18,19,7,4,23,22,66,7,24,21,28,13,17,12,16,8,2,26
76784,1164,1187,0,50,76,14,57,9,39,13,17,8,22,8,17,5,4,26,26,58,4,18,20,27,10,37,14,15,3,3,18
76785,1239,1207,0,57,73,18,55,7,15,14,22,15,22,11,22,4,1,19,26,57,10,26,11,16,11,26,18,18,9,7,20
76786,1217,1269,1,70,67,23,57,6,19,18,23,6,31,11,19,10,6,17,27,64,3,12,10,11,6,29,8,17,8,1,22
76787,1315,1218,0,78,81,28,57,4,13,18,29,6,21,6,13,6,3,27,29,57,4,14,19,29,9,27,14,15,6,0,26
76788,1228,1404,1,77,74,26,58,6,21,19,27,11,25,17,18,5,3,21,27,62,7,18,13,15,10,23,15,19,11,3,27
76789,1231,1224,1,86,77,33,61,8,22,12,29,12,32,25,12,2,8,13,25,70,13,34,14,16,13,26,13,12,6,4,23
76790,1234,1106,1,92,58,32,68,11,29,17,33,22,31,25,9,9,6,14,24,64,4,14,6,11,15,23,10,17,5,6,22
76791,1246,1436,1,73,69,26,56,3,9,18,23,8,28,15,10,3,4,17,26,58,10,29,7,13,6,21,14,7,1,1,18
76792,1287,1252,0,70,77,22,54,3,15,23,26,12,18,11,16,5,2,29,20,50,7,21,30,40,17,22,15,21,4,6,24
76793,1206,1257,0,61,72,20,52,8,27,13,21,7,24,7,15,6,0,20,22,48,8,20,20,29,7,29,11,14,8,5,18
76794,1268,1271,1,96,43,33,54,9,19,21,33,16,30,15,12,6,7,12,19,56,3,19,2,6,8,13,4,15,4,0,25
76795,1298,1274,0,55,89,21,63,6,21,7,9,12,21,14,16,7,2,15,35,64,9,23,10,16,11,31,15,12,9,7,12
76796,1149,1301,0,56,78,21,52,6,18,8,13,13,24,11,24,5,5,25,25,52,9,23,19,32,12,22,13,15,9,2,18
76797,1347,1326,0,72,82,24,59,11,22,13,17,8,25,9,15,6,3,26,29,67,8,27,16,22,16,29,10,15,5,4,19
76798,1303,1328,0,89,108,32,73,12,22,13,17,9,22,19,14,13,2,17,39,70,8,25,22,27,11,35,21,17,5,13,16
76799,1192,1336,0,57,81,20,47,5,10,12,18,4,22,11,31,8,3,21,30,67,4,16,17,22,18,24,17,23,18,5,18
76800,1152,1345,0,42,111,14,65,2,21,12,19,11,15,7,14,4,1,24,40,66,12,28,19,28,14,41,24,14,6,9,22
76801,1148,1353,0,67,71,26,54,7,17,8,12,5,29,14,20,8,2,21,23,65,4,15,21,27,17,25,13,12,9,5,13
76802,1363,1360,0,64,81,21,55,3,13,19,27,10,24,11,17,3,2,23,31,54,9,17,10,18,2,23,15,14,8,3,26
76803,1371,1284,1,75,65,30,70,7,25,8,16,19,21,16,13,9,1,22,18,43,7,16,22,26,5,27,6,21,4,4,20
76804,1419,1374,0,65,83,22,61,11,25,10,14,15,18,11,13,6,1,22,27,52,12,23,17,21,11,25,16,15,4,3,13
76805,1334,1390,0,80,89,31,68,4,14,14,21,10,25,11,12,9,3,27,24,55,6,24,35,39,8,32,19,14,6,4,23
76806,1198,1391,0,64,70,21,57,4,20,18,27,12,35,5,16,6,4,26,25,66,5,22,15,26,12,32,11,10,7,3,24
76807,1115,1407,0,57,81,18,60,7,26,14,19,13,16,9,13,10,2,17,29,57,10,25,13,18,16,31,19,20,8,3,18
76808,1414,1176,1,83,69,28,62,8,22,19,26,11,30,16,12,10,8,27,21,63,5,19,22,30,17,27,12,14,4,0,20
76809,1154,1439,0,93,132,33,78,14,32,13,20,8,16,18,16,9,1,29,48,70,12,22,24,36,12,39,36,19,5,5,21
76810,1186,1449,0,69,79,22,55,8,24,17,28,7,22,13,10,3,1,29,24,58,6,16,25,34,13,27,10,10,4,2,23
76811,1411,1450,0,84,86,29,59,14,32,12,18,5,39,15,20,6,5,24,25,76,15,46,21,29,15,30,13,10,6,1,21
76812,1458,1463,1,89,61,31,61,7,22,20,26,7,27,13,7,9,2,19,22,51,6,23,11,16,5,26,13,17,2,2,26
76813,1131,1107,0,74,88,29,65,8,27,8,11,8,19,13,7,7,4,21,32,56,3,5,21,29,10,28,11,11,2,1,15
76814,1117,1101,1,83,69,28,50,7,14,20,26,12,21,9,15,7,1,19,25,49,3,17,16,20,6,15,11,14,4,2,24
76815,1124,1394,1,70,46,25,53,5,19,15,24,12,26,13,8,4,6,13,21,58,3,18,1,4,10,18,9,10,1,2,19
76816,1435,1125,0,60,69,17,48,4,23,22,31,9,30,5,15,3,2,26,22,54,6,27,19,26,7,26,8,10,4,1,27
76817,1135,1346,1,79,72,26,61,8,20,19,27,17,28,18,12,5,3,25,26,54,7,19,13,27,10,23,16,14,6,7,20
76818,1153,1441,1,102,51,33,64,9,21,27,34,15,32,24,13,11,7,17,18,56,5,16,10,18,11,17,9,22,6,1,23
76819,1127,1165,0,84,94,34,64,7,20,9,20,7,21,15,7,1,4,25,27,55,10,21,30,34,8,30,19,7,3,3,17
76820,1175,1177,0,57,81,15,48,4,17,23,35,10,24,8,16,5,5,21,30,71,5,19,16,20,21,31,13,11,7,3,25
76821,1190,1366,1,76,61,28,65,11,35,9,12,12,32,19,20,8,3,26,17,55,7,33,20,30,13,27,8,20,6,2,14
76822,1300,1191,0,55,68,21,44,5,16,8,14,12,20,11,26,6,3,21,23,45,7,14,15,20,5,16,18,12,6,3,15
76823,1373,1195,0,53,86,19,63,3,15,12,21,17,16,7,14,7,4,15,33,64,6,20,14,20,18,30,16,14,10,3,20
76824,1205,1196,0,74,116,28,66,6,20,12,17,10,20,9,14,2,0,20,40,69,15,29,21,27,12,31,26,8,6,8,16
76825,1200,1254,1,81,68,27,59,11,24,16,27,8,27,14,8,9,4,20,22,58,6,19,18,27,11,30,13,13,3,2,22
76826,1201,1169,1,89,73,35,56,10,17,9,18,5,25,14,7,7,7,16,25,54,8,16,15,17,5,21,12,9,5,1,17
76827,1167,1204,0,53,77,21,53,4,17,7,22,16,25,10,18,3,1,21,25,57,9,20,18,27,12,22,9,8,8,3,21
76828,1213,1352,1,75,61,21,43,7,16,26,36,8,29,13,21,5,6,21,21,62,4,20,15,22,16,23,9,19,13,3,29
76829,1407,1218,0,67,72,22,63,10,34,13,18,9,26,9,15,7,5,26,25,61,6,22,16,25,13,33,19,15,6,4,16
76830,1244,1220,0,57,75,22,74,2,15,11,18,23,19,9,8,8,1,16,28,58,6,21,13,18,12,32,18,15,3,5,19
76831,1240,1350,1,94,61,35,61,7,18,17,22,14,28,17,10,6,4,17,21,54,4,19,15,20,7,13,11,10,7,3,22
76832,1335,1247,0,71,75,25,74,5,20,16,25,14,26,10,7,11,3,19,26,61,2,13,21,26,12,41,6,17,3,8,18
76833,1256,1369,1,96,95,31,60,6,21,28,34,7,30,16,9,1,8,17,36,75,9,25,14,19,13,24,20,9,6,4,20
76834,1380,1267,0,74,83,26,68,10,25,12,21,14,29,13,12,8,2,15,30,62,11,27,12,14,5,32,20,11,5,8,17
76835,1276,1141,1,72,65,26,59,10,34,10,12,7,20,14,6,5,3,11,22,51,10,24,11,12,7,27,12,14,2,2,18
76836,1344,1278,0,74,86,25,53,6,14,18,27,6,25,14,13,5,3,26,30,59,5,17,21,27,9,29,6,12,3,7,21
76837,1184,1279,0,75,85,26,51,6,12,17,22,5,25,10,12,4,3,17,30,63,10,22,15,22,13,20,19,8,8,4,15
76838,1447,1281,0,55,99,18,55,6,20,13,19,11,16,5,19,8,2,32,32,47,12,22,23,35,8,30,17,16,8,3,18
76839,1285,1338,1,83,78,30,66,7,24,16,25,14,25,15,15,7,6,23,27,61,6,15,18,24,12,26,12,19,4,3,22
