,TeamID,OppID,W,TScore,OScore,TFGM,TFGA,TFGM3,TFGA3,TFTM,TFTA,TOR,TDR,TAst,TTO,TStl,TBlk,TPF,OFGM,OFGA,OFGM3,OFGA3,OFTM,OFTA,OOR,ODR,OAst,OTO,OStl,OBlk,OPF
10,1139,1244,1,79.0,71.0,30.0,62.0,8.0,22.0,13.0,17.0,9.0,24.0,14.0,11.0,6.0,2.0,17.0,27.0,57.5,5.0,14.0,13.5,19.5,9.0,21.0,15.0,14.0,7.0,2.5,18.0
11,1366,1153,0,86.5,76.0,29.5,74.0,12.0,41.5,16.0,21.0,12.0,24.5,15.0,14.0,8.0,2.5,18.5,26.0,58.0,7.0,20.0,14.5,20.0,13.0,25.0,15.5,11.0,7.0,5.0,15.5
12,1441,1155,0,65.5,75.5,23.0,56.0,6.0,20.0,12.5,17.5,11.0,22.0,12.0,15.0,8.0,2.5,17.0,25.0,56.0,8.0,22.0,15.0,20.0,9.0,26.5,13.0,11.5,5.0,4.5,17.0
13,1373,1158,0,67.0,76.0,23.0,54.0,6.5,19.0,13.0,21.0,11.0,23.5,11.0,14.0,5.0,3.0,19.5,25.0,56.0,7.0,19.0,16.0,21.0,8.0,23.0,11.0,10.0,6.0,4.0,16.0
14,1294,1160,0,80.0,68.5,29.0,59.0,8.0,25.0,13.0,19.0,9.0,27.0,12.0,12.0,5.0,3.0,20.0,24.5,58.0,7.5,21.0,13.0,18.0,11.0,26.0,12.5,13.5,4.0,3.0,19.0
15,1170,1161,0,66.5,72.0,24.5,57.0,6.0,18.0,10.0,16.0,8.5,24.0,12.5,12.0,5.0,3.5,18.0,26.0,61.0,6.0,19.0,15.0,20.0,12.0,26.0,13.0,13.0,6.0,3.0,19.0
16,1159,1163,0,72.0,69.0,25.0,57.0,9.0,26.0,12.0,16.0,9.0,24.0,12.0,11.0,6.0,3.0,16.0,23.5,57.5,7.0,20.0,13.0,18.0,10.0,24.0,10.0,12.5,5.5,3.5,18.5
17,1463,1166,0,75.0,83.0,27.0,57.0,7.5,25.0,11.5,16.0,8.0,24.5,16.5,13.0,6.0,3.0,17.5,31.0,61.0,11.0,28.0,12.0,15.0,7.0,30.0,17.0,11.0,6.0,2.0,15.0
18,1172,1149,1,74.5,67.0,26.5,55.5,9.5,26.5,10.5,13.5,6.5,26.0,16.5,9.5,4.5,2.0,14.0,25.0,56.0,6.0,20.0,13.0,18.0,11.0,23.0,11.5,12.5,6.0,3.0,17.0
19,1173,1123,1,72.0,75.0,26.0,53.0,8.0,23.0,11.0,16.0,8.0,23.0,16.0,13.0,5.0,2.0,16.0,27.0,58.0,7.0,22.0,13.0,19.0,9.0,28.0,15.0,13.0,5.0,3.0,19.0
20,1174,1350,1,68.0,73.5,25.0,56.0,6.0,17.0,13.0,19.0,8.0,26.0,12.0,11.0,5.0,2.0,17.0,26.0,58.5,7.0,20.5,11.0,17.0,7.0,23.0,16.0,11.5,8.0,2.5,16.0
21,1189,1181,0,73.5,85.0,26.0,59.0,11.0,30.0,9.5,14.0,7.0,26.0,16.0,11.0,4.0,2.0,16.0,30.0,62.0,8.0,23.0,14.0,20.0,13.0,29.0,16.0,12.0,7.0,5.0,16.0
22,1184,1349,1,70.0,67.0,25.0,55.0,8.0,21.0,15.0,19.0,9.0,23.0,12.0,13.0,6.0,3.0,17.0,24.0,58.0,8.0,25.0,13.0,19.0,11.0,26.0,11.0,13.0,5.0,2.0,16.0
23,1191,1117,1,65.0,74.0,22.0,51.5,5.0,14.0,13.0,17.5,7.0,25.0,12.0,14.0,6.5,2.5,18.0,27.0,60.0,7.0,21.5,12.5,17.5,11.0,22.0,10.5,13.5,6.0,3.0,19.0
24,1224,1203,0,76.0,67.0,26.0,62.0,8.0,23.0,14.0,22.0,11.0,24.0,12.0,12.0,5.0,2.0,21.0,25.0,56.0,5.0,17.0,12.0,16.0,10.0,24.0,13.0,13.0,6.0,4.0,14.0
25,1204,1448,1,74.0,73.0,25.0,61.0,8.0,22.0,15.0,24.0,12.0,24.0,9.0,11.0,6.0,3.0,19.0,25.0,59.0,8.0,20.0,12.0,17.0,11.0,25.0,14.0,13.0,5.0,3.0,19.0
26,1206,1248,1,73.0,71.0,25.0,58.0,7.0,22.0,14.0,18.0,9.0,26.0,12.0,13.0,6.0,2.0,17.0,26.0,55.0,8.0,22.5,12.0,16.0,6.0,26.5,12.0,13.0,4.0,3.0,17.0
27,1208,1136,1,66.0,71.0,23.0,55.0,6.0,19.0,14.0,21.0,12.0,27.0,12.0,12.0,3.0,4.0,16.0,25.0,60.0,8.0,26.0,11.0,16.0,10.0,21.0,13.0,13.0,6.0,1.0,19.0
28,1211,1411,1,81.5,78.0,30.5,61.0,9.0,23.5,12.5,20.5,10.5,28.5,15.5,11.5,6.0,3.0,16.5,25.5,59.0,7.0,21.0,15.5,22.0,10.0,27.0,12.0,12.5,5.5,4.0,17.0
29,1197,1213,0,66.0,75.0,24.0,57.0,6.0,17.0,11.0,17.0,10.0,22.0,10.0,13.0,6.0,3.0,19.0,24.0,59.0,7.0,22.0,16.0,23.0,13.0,27.0,14.5,13.0,6.0,3.0,20.0
30,1216,1148,1,69.0,67.5,24.0,56.0,8.0,24.0,11.0,17.0,8.0,24.0,12.0,12.0,6.0,3.0,18.0,25.0,54.0,6.0,19.0,12.5,17.5,10.0,26.0,13.0,14.5,5.0,3.0,17.0
31,1115,1218,0,69.0,69.0,23.0,53.0,6.0,19.0,14.0,20.0,7.0,22.0,11.0,13.0,8.0,3.0,19.0,24.0,53.5,6.0,20.5,15.5,23.5,9.0,25.0,14.0,13.5,5.0,2.0,19.0
32,1219,1456,1,67.0,82.0,24.0,53.0,5.0,15.0,13.0,18.0,11.0,24.0,11.0,12.0,5.0,2.0,18.0,28.0,56.0,10.0,25.0,15.0,18.0,6.0,26.0,17.0,12.0,6.0,3.0,17.0
33,1220,1119,1,77.0,76.0,28.0,58.5,8.5,22.0,15.5,22.0,10.0,26.0,12.5,10.0,5.0,2.5,18.5,27.0,61.0,9.0,26.0,10.0,14.0,10.0,26.0,17.0,13.0,5.0,2.0,20.0
34,1357,1221,0,67.0,66.0,25.0,58.0,6.0,19.0,10.5,17.0,12.0,27.5,13.0,15.0,4.5,2.0,18.0,23.0,50.0,6.0,21.0,10.0,14.0,6.0,22.0,13.0,13.0,5.0,4.0,17.0
35,1270,1222,0,74.0,77.0,27.0,60.0,8.0,20.0,13.0,19.0,11.0,26.0,10.0,13.0,5.0,4.0,18.0,27.0,59.0,8.0,22.0,13.0,19.0,11.0,27.0,14.0,11.0,6.0,3.0,20.0
36,1300,1227,0,72.0,74.5,26.0,57.0,5.0,17.0,12.0,19.0,11.0,25.0,14.0,13.0,5.0,3.0,19.0,26.0,57.5,6.0,19.5,15.5,21.5,10.0,27.0,12.0,15.5,7.0,6.5,20.0
37,1228,1380,1,73.0,67.0,25.0,59.0,7.0,21.0,13.0,19.0,12.0,20.0,13.0,13.0,8.0,2.0,22.0,22.0,55.0,6.0,16.0,15.0,23.0,13.0,27.0,11.0,13.0,5.0,4.0,19.0
38,1231,1232,0,71.0,72.0,27.0,55.0,6.0,19.0,13.0,22.0,11.0,24.0,14.0,12.0,6.0,4.0,18.0,25.0,57.0,9.0,25.0,14.0,18.0,10.0,26.0,12.0,15.0,7.0,3.0,20.0
39,1234,1152,1,81.0,67.0,28.0,60.0,8.0,20.0,14.0,21.0,12.0,27.0,17.0,13.0,6.0,4.0,17.0,23.5,59.0,5.0,17.0,13.5,18.0,9.0,22.0,11.0,15.0,6.0,2.0,21.0
40,1398,1242,0,64.5,79.5,22.0,52.0,7.5,21.0,15.0,20.0,8.0,23.5,10.0,15.0,7.0,2.0,19.0,29.5,60.5,9.5,25.5,10.0,14.5,10.0,25.5,16.0,11.0,6.0,4.0,15.5
41,1243,1110,1,72.0,65.0,27.0,56.0,6.0,20.0,14.0,19.0,9.0,22.0,15.0,12.0,7.0,3.0,18.0,22.5,54.0,8.0,23.0,11.0,16.0,8.0,20.5,12.0,13.0,7.0,3.0,18.5
42,1246,1430,1,74.5,80.0,26.0,58.0,5.0,15.0,18.0,24.0,12.0,27.0,13.5,12.5,6.0,4.5,18.5,25.0,55.0,8.0,20.0,14.0,21.0,10.0,26.0,16.0,14.0,6.0,3.0,16.0
43,1249,1409,1,72.0,72.0,25.0,59.0,8.0,21.0,14.5,21.0,12.0,23.0,12.0,13.0,7.5,2.0,19.0,23.0,56.0,8.0,22.0,16.0,23.0,11.0,26.0,13.0,14.0,5.0,2.0,16.0
44,1362,1253,0,69.5,74.0,24.0,58.0,8.0,23.0,11.0,15.0,9.5,23.5,13.0,12.0,6.0,3.0,19.0,25.0,58.0,5.0,17.0,16.0,22.0,11.0,24.0,12.0,15.0,6.0,3.0,18.0
45,1260,1460,1,70.0,70.5,25.0,52.0,7.5,17.5,12.0,16.5,6.0,25.0,15.0,12.0,6.5,3.0,14.0,24.0,57.0,7.0,20.0,16.0,21.0,10.0,26.0,13.0,12.5,6.0,2.0,16.0
46,1261,1108,1,77.0,68.5,28.0,58.0,8.0,23.0,13.0,20.0,9.0,24.0,14.0,12.0,8.0,3.0,17.0,23.5,56.0,6.0,21.0,12.0,17.5,10.0,24.0,11.0,14.0,6.0,3.0,19.0
47,1291,1266,0,72.5,82.5,25.5,55.0,9.0,25.0,10.0,14.5,6.5,21.0,12.5,11.0,6.5,3.5,15.0,28.0,59.0,11.0,27.0,13.0,16.0,9.0,23.0,14.0,12.0,6.0,3.0,19.0
48,1267,1404,1,83.0,67.0,28.0,63.0,10.0,28.0,14.0,18.0,7.0,27.0,17.0,13.0,7.0,6.0,17.0,25.0,57.0,7.0,21.0,10.0,14.0,9.0,25.0,10.0,15.0,7.0,3.0,18.0
49,1268,1392,1,71.0,68.0,24.0,53.0,8.0,19.0,14.0,20.0,9.0,25.0,14.0,13.0,5.0,4.0,17.0,24.0,57.0,7.0,24.0,12.0,19.0,10.0,25.0,13.0,14.0,7.0,3.0,19.0
50,1269,1262,1,72.0,75.0,27.0,59.0,9.0,23.0,10.0,13.0,9.0,25.0,15.0,12.0,5.0,3.0,18.0,26.0,57.0,7.0,21.0,16.0,23.0,9.0,21.0,15.0,13.0,7.0,3.0,18.0
51,1274,1205,1,77.0,65.0,27.0,59.0,7.0,21.0,10.0,15.0,10.0,25.0,14.0,12.0,7.0,4.0,16.0,24.0,56.0,7.0,20.0,12.0,15.0,9.0,26.0,11.0,14.0,4.0,3.0,18.0
52,1200,1275,0,63.0,68.0,22.0,54.0,7.0,24.0,9.0,14.0,6.0,21.0,14.0,11.0,8.0,2.0,16.0,24.0,58.0,9.0,25.0,11.0,16.0,9.0,26.0,12.0,13.0,7.0,2.0,17.0
53,1277,1316,1,81.0,81.0,28.0,57.0,8.0,20.0,14.0,18.0,11.0,29.0,19.0,13.0,4.0,7.0,18.0,28.5,61.5,10.5,27.5,11.5,16.0,9.0,25.0,13.5,14.5,5.0,4.0,15.0
54,1367,1278,0,73.0,75.0,26.0,65.0,10.0,29.5,9.0,11.5,11.0,22.5,13.5,12.0,6.0,2.0,17.0,26.0,61.0,6.5,19.0,14.0,20.0,12.0,26.0,14.0,12.0,6.0,4.0,15.5
55,1418,1279,0,81.0,75.5,29.0,59.0,8.0,25.0,17.0,23.0,11.0,26.0,17.0,13.0,7.0,4.0,18.0,26.0,62.0,8.0,25.0,15.0,21.0,12.5,25.0,15.5,11.0,6.0,4.0,19.0
56,1280,1106,1,73.0,68.0,25.5,56.0,6.0,21.0,13.0,16.5,10.0,24.0,13.0,13.5,7.0,5.0,17.5,23.0,59.0,6.0,21.0,14.0,22.0,13.0,23.0,10.0,14.0,5.0,4.0,20.0
57,1281,1235,1,73.0,73.0,24.0,54.0,10.0,23.0,15.0,20.0,10.0,27.0,14.0,13.0,5.0,4.0,18.0,27.0,61.0,7.0,19.0,12.0,17.0,10.0,25.0,14.0,12.0,5.0,4.0,16.0
58,1443,1283,0,77.0,70.0,27.0,56.0,5.0,15.0,16.0,24.0,9.0,26.0,13.0,12.0,7.0,3.0,14.0,25.5,58.5,7.0,21.0,11.0,15.5,11.0,27.5,13.0,11.0,4.5,3.0,18.0
59,1137,1284,0,81.0,77.0,27.5,58.0,8.0,22.5,16.5,23.0,10.0,27.0,15.0,12.0,5.0,4.0,19.0,26.0,55.0,7.0,18.0,17.0,24.0,8.0,26.0,13.0,15.0,6.0,2.0,21.0
60,1303,1286,0,74.0,74.0,29.0,61.0,8.0,22.0,13.0,15.0,9.0,24.0,14.0,12.0,5.0,2.0,17.0,25.0,59.0,8.0,22.0,16.5,23.5,10.0,24.0,12.0,12.0,5.0,2.0,18.0
61,1297,1190,1,77.0,75.5,27.0,59.0,8.0,22.0,12.0,16.0,10.0,27.0,17.0,12.0,7.0,3.0,18.0,26.5,57.0,7.5,19.5,12.5,19.5,9.0,26.0,14.0,13.5,7.0,4.0,17.5
62,1298,1338,1,67.0,61.0,24.0,55.0,6.0,19.0,12.0,18.0,11.0,24.0,14.0,15.0,6.0,1.0,17.0,22.0,51.5,8.0,25.0,10.5,15.0,6.0,24.0,13.0,14.0,5.0,3.0,17.0
63,1301,1440,1,81.0,61.0,28.5,62.0,7.5,20.5,13.0,19.5,12.0,23.0,17.0,12.0,7.0,4.0,18.0,22.0,57.0,7.0,22.0,10.5,13.5,9.5,24.0,11.0,15.0,7.0,2.0,17.5
64,1225,1305,0,75.0,80.5,27.0,56.0,10.0,21.0,13.0,17.0,9.0,27.0,15.0,12.0,4.0,2.0,18.0,27.5,59.0,9.0,24.0,16.0,21.0,9.5,26.5,16.0,10.0,6.5,4.0,17.0
65,1382,1310,0,75.0,85.0,26.0,60.0,7.0,19.5,17.5,23.0,10.0,26.0,14.0,11.0,6.0,3.0,19.0,28.0,63.5,8.0,23.0,18.0,26.0,12.0,26.5,12.0,11.0,5.0,4.5,17.5
66,1410,1311,0,73.0,78.5,25.0,61.0,5.5,18.0,20.0,26.5,11.0,23.5,15.0,13.5,8.0,3.0,22.0,27.0,59.5,7.0,21.5,16.5,22.5,10.0,25.5,12.5,15.5,9.0,3.0,22.0
67,1320,1314,0,64.5,83.0,22.0,53.0,6.0,21.0,11.0,14.0,7.5,25.0,10.0,11.0,4.0,2.0,14.5,30.0,65.0,8.0,23.0,13.0,19.0,15.0,27.0,18.0,13.0,6.0,4.0,15.0
68,1315,1407,1,76.0,73.0,26.5,58.0,7.5,21.0,13.5,19.0,6.0,24.0,12.0,12.0,8.0,2.0,18.0,26.0,59.0,9.0,26.0,14.0,21.0,9.0,27.0,14.0,12.0,5.0,4.0,17.0
69,1318,1131,1,75.5,69.5,25.0,53.0,9.0,23.0,13.0,18.0,8.0,24.0,16.0,13.0,5.0,2.5,17.5,25.0,57.0,7.0,18.5,10.5,18.5,9.0,23.0,13.0,14.0,7.0,3.0,16.5
70,1321,1259,1,65.0,71.0,23.0,57.0,8.0,23.0,12.0,17.0,9.0,24.0,14.0,11.0,5.0,4.0,18.0,26.0,58.5,5.0,16.0,12.0,18.0,9.5,23.5,10.5,14.0,7.0,3.0,20.0
71,1324,1236,1,81.0,82.0,27.0,58.0,8.0,24.0,16.0,21.0,10.0,27.0,16.0,13.0,6.0,5.0,15.0,28.0,63.0,10.5,27.5,14.0,19.5,9.0,25.0,14.0,11.0,8.0,3.0,16.0
72,1326,1352,1,77.0,68.0,27.5,56.5,6.5,18.0,13.0,17.5,9.0,27.0,14.0,11.0,5.0,4.0,18.0,24.0,58.0,8.0,22.0,13.0,19.0,12.0,23.0,11.0,15.0,7.0,2.0,19.0
73,1337,1329,0,70.0,78.0,25.0,58.0,6.0,16.0,13.0,20.0,9.0,24.0,14.0,12.0,5.0,2.0,19.0,27.0,62.0,9.0,24.0,12.0,17.0,12.0,24.0,12.0,13.0,6.0,3.0,19.0
74,1330,1406,1,74.0,74.0,28.0,58.0,7.0,20.0,12.0,18.5,11.0,24.5,15.0,10.0,7.0,4.0,15.0,26.0,59.0,6.0,17.0,14.0,21.5,12.0,25.0,12.0,13.0,6.0,4.0,20.0
75,1164,1332,0,59.5,74.5,20.0,57.0,8.0,26.0,12.0,15.5,9.0,24.5,11.0,14.0,5.0,2.0,20.5,26.0,61.0,8.0,25.5,13.5,19.5,11.0,25.0,14.5,12.0,6.5,3.5,20.0
76,1381,1333,0,76.5,70.5,27.0,58.5,7.5,21.0,15.0,20.0,8.0,24.5,12.0,12.0,5.0,3.0,21.5,24.0,55.0,6.0,18.0,14.0,22.5,10.5,23.5,15.0,12.0,6.0,3.0,19.0
77,1336,1144,1,74.0,73.5,27.5,59.0,7.0,19.0,11.5,18.0,10.0,26.0,13.5,11.5,7.0,5.0,18.0,26.0,55.0,8.0,23.0,13.5,19.0,6.0,25.0,11.0,12.0,6.0,4.0,16.5
78,1344,1223,1,74.0,73.0,25.0,57.5,6.0,18.5,16.0,21.0,10.5,26.0,13.5,12.0,7.5,4.0,17.5,26.0,63.5,7.0,22.0,14.0,22.5,13.5,24.0,12.0,14.0,6.0,3.0,20.0
79,1345,1188,1,80.0,70.0,27.0,57.0,9.0,21.5,16.0,21.5,8.0,27.0,16.0,11.0,5.5,5.0,15.0,24.5,59.0,7.0,21.0,14.5,21.5,10.5,23.0,12.5,12.5,5.0,2.0,21.5
80,1348,1421,1,79.0,72.0,27.5,61.0,7.0,19.0,14.5,18.5,11.0,23.5,16.0,11.0,6.0,3.5,18.0,27.0,56.0,8.0,20.0,13.0,16.0,7.0,26.0,15.0,13.0,7.0,3.0,18.0
81,1351,1214,1,82.0,79.0,29.0,61.0,8.0,20.0,17.0,29.0,13.0,26.0,14.0,13.0,7.0,3.0,19.0,27.5,63.0,6.0,19.0,15.0,21.0,11.0,27.0,15.5,13.0,5.0,3.0,20.5
82,1414,1355,0,66.0,83.5,23.0,58.0,6.0,19.0,12.0,16.0,12.0,29.0,11.0,14.0,4.0,4.0,21.0,29.0,61.0,10.0,27.0,16.5,20.0,8.5,29.5,13.0,10.5,5.0,2.0,16.0
83,1356,1457,1,69.0,76.5,25.0,55.5,7.0,18.0,13.0,18.0,8.0,23.5,14.0,12.5,8.0,3.0,17.0,26.5,57.5,9.0,25.0,14.0,20.0,8.5,25.5,14.0,13.5,6.0,4.5,17.0
84,1192,1371,0,75.0,79.5,27.0,59.0,7.0,21.0,13.0,19.0,10.0,22.0,13.0,14.0,6.0,3.0,18.0,28.5,61.0,7.0,20.0,15.0,20.0,12.0,26.5,16.0,13.0,6.0,3.5,17.5
85,1420,1374,0,72.0,72.0,25.0,59.0,10.0,25.0,12.0,18.0,9.0,25.0,15.0,12.0,7.0,2.0,16.0,25.0,56.0,8.0,22.0,12.0,18.0,11.0,23.0,14.0,11.0,7.0,3.0,15.0
86,1376,1459,1,69.5,70.5,23.0,57.5,7.5,22.5,17.0,26.0,12.0,23.5,13.0,14.0,5.0,3.0,19.5,25.0,54.0,10.0,25.5,12.0,15.0,8.0,23.5,14.0,12.0,6.0,2.5,16.5
87,1194,1378,0,63.5,63.0,24.0,61.0,6.0,17.5,12.5,16.0,12.0,25.5,11.0,12.0,5.0,4.0,18.0,22.0,52.0,7.0,17.0,13.5,16.5,9.5,23.0,11.5,13.0,5.5,2.0,16.5
88,1385,1309,1,74.0,65.5,27.0,59.0,7.0,21.5,13.0,18.0,9.0,23.0,13.0,11.0,8.5,4.0,19.0,23.5,53.5,4.0,13.0,14.0,20.0,11.0,21.5,13.0,16.0,7.0,3.0,19.0
89,1370,1387,0,73.0,67.5,24.5,57.0,9.0,25.0,14.5,21.0,10.0,27.5,13.0,14.0,4.0,3.5,21.0,21.0,53.0,5.0,18.0,17.0,25.0,12.0,22.5,10.5,12.5,6.0,4.0,19.0
90,1142,1390,0,63.0,75.0,22.0,57.0,9.0,25.0,12.0,16.0,9.0,24.0,11.0,12.0,5.0,4.0,18.0,26.0,57.0,6.0,19.0,16.0,23.0,11.0,27.0,13.0,14.0,5.0,3.0,18.0
91,1393,1165,1,70.0,78.0,23.0,53.0,6.0,18.0,17.0,22.0,11.0,24.0,11.0,13.0,7.0,5.0,16.0,27.0,56.0,7.0,22.0,13.0,19.0,9.0,23.0,17.0,13.0,5.0,3.0,18.0
92,1395,1419,1,84.0,65.5,30.0,58.5,8.0,20.0,14.5,20.5,11.0,26.0,19.0,12.0,6.0,3.0,18.0,24.0,58.0,8.5,25.0,8.5,13.0,8.0,26.0,12.0,12.5,6.0,1.0,17.0
93,1397,1342,1,75.0,63.0,25.0,58.0,8.0,21.0,15.0,20.0,10.0,24.0,15.0,13.0,6.0,4.0,20.0,23.0,54.0,8.0,24.0,11.0,15.0,8.0,21.0,11.0,12.0,5.0,2.0,14.0
94,1400,1322,1,71.0,62.0,25.0,57.0,7.0,21.0,13.0,20.0,11.0,25.0,12.0,12.0,6.0,5.0,16.0,23.0,56.0,4.0,15.0,11.0,18.0,11.0,23.0,7.0,18.0,6.0,4.0,19.0
95,1375,1403,0,69.0,75.0,23.0,56.0,8.0,24.5,14.5,22.0,9.0,27.5,13.0,15.0,5.0,3.5,19.0,26.0,56.0,7.0,18.0,16.0,21.0,11.0,24.0,14.0,13.0,7.0,4.0,19.0
96,1254,1408,0,75.0,76.0,26.0,58.0,8.0,22.0,15.0,21.0,10.0,27.0,12.0,14.0,6.0,3.0,19.0,26.0,58.0,8.0,21.0,14.0,20.0,10.0,25.0,15.0,13.0,5.0,4.0,17.0
97,1412,1239,1,75.0,67.0,30.0,58.0,7.0,20.0,12.0,16.0,9.0,27.0,17.0,13.0,4.0,4.0,15.0,26.0,59.0,5.0,17.0,10.0,16.0,10.0,26.0,12.0,13.0,5.0,4.0,16.0
98,1415,1143,1,65.0,66.0,23.0,57.0,6.0,20.0,12.0,18.0,10.0,24.0,12.0,14.0,6.0,2.0,20.0,22.0,59.0,4.0,16.0,13.0,20.0,13.0,23.0,10.0,15.0,6.0,5.0,21.0
99,1416,1273,1,63.5,75.0,21.0,50.0,6.0,16.5,14.0,21.5,9.0,25.5,11.0,13.0,5.0,3.0,15.0,26.0,54.0,8.0,22.5,14.5,20.0,9.0,25.0,13.5,11.0,4.5,1.0,16.5
100,1168,1425,0,70.0,76.5,24.0,53.0,5.0,16.0,17.0,23.0,8.0,26.0,12.0,15.0,6.0,3.0,19.0,28.0,60.5,8.5,21.0,13.0,17.5,10.0,23.5,16.0,10.0,6.0,4.0,16.0
101,1428,1341,1,76.0,73.0,25.0,56.0,9.0,24.0,14.0,18.5,8.0,25.0,14.5,12.0,5.5,3.0,18.0,26.0,61.0,7.0,22.0,16.0,22.0,11.0,23.0,12.0,14.0,8.0,3.0,21.0
102,1433,1212,1,78.0,70.0,28.0,59.0,8.0,23.0,12.0,18.0,10.0,26.0,15.0,14.0,6.0,3.0,17.0,24.5,59.0,5.0,14.5,16.5,23.5,12.0,27.0,10.5,15.5,7.5,3.0,21.5
103,1435,1122,1,75.0,74.0,25.0,56.0,9.0,25.0,15.0,19.0,9.0,24.0,11.5,12.0,5.0,3.0,19.5,26.0,58.0,6.0,16.0,13.5,20.0,12.0,21.0,12.0,14.0,6.0,3.0,20.5
104,1162,1437,0,77.5,88.0,27.0,62.5,10.0,26.5,11.0,13.5,10.0,25.0,13.5,12.0,6.5,3.0,18.5,32.0,61.0,12.0,30.0,13.0,16.5,9.0,25.5,17.0,10.5,6.0,4.0,15.5
105,1438,1422,1,66.0,72.0,24.0,55.0,7.0,18.0,8.0,11.0,8.0,24.0,14.0,8.0,7.0,4.0,14.0,26.0,58.0,9.0,27.0,11.0,14.0,12.0,26.0,14.0,13.0,7.0,4.0,19.0
106,1439,1178,1,80.0,76.0,29.0,57.0,8.0,22.0,13.0,19.0,7.0,26.0,15.5,11.5,6.0,2.0,16.0,26.5,62.5,9.0,25.5,15.0,20.0,10.5,23.0,12.0,13.0,6.0,2.0,20.0
107,1125,1449,0,79.0,75.5,27.0,55.0,11.0,30.0,11.0,13.0,8.0,26.0,16.0,13.0,5.0,2.0,15.0,25.0,58.0,7.0,19.5,14.0,19.5,9.5,23.5,11.0,12.0,8.0,4.0,18.5
108,1429,1451,0,71.0,75.0,24.0,56.0,9.0,25.0,13.0,18.0,8.0,25.0,13.0,14.0,4.0,2.0,17.0,26.0,54.0,9.5,22.0,14.0,17.0,6.0,27.5,13.5,12.0,5.0,4.0,17.0
109,1282,1455,0,69.0,81.0,22.0,55.0,9.0,27.0,14.0,20.0,7.0,23.0,10.0,13.0,6.0,2.0,22.0,28.0,60.0,9.0,23.0,16.0,21.0,11.0,27.5,17.0,11.0,4.0,3.5,17.0
110,1354,1458,0,69.5,65.0,25.5,60.5,6.5,19.0,15.0,22.0,11.0,23.0,10.0,13.5,5.0,2.0,19.0,24.0,54.0,7.0,20.0,13.0,18.0,9.0,21.0,13.0,10.0,5.0,3.0,16.0
111,1151,1461,0,66.0,78.0,23.0,53.0,7.0,22.0,13.0,20.0,9.0,23.0,12.0,14.0,5.0,2.0,14.0,26.5,59.0,9.0,27.0,18.0,25.0,7.0,27.5,15.0,14.0,7.0,4.0,19.0
