,TeamID,OppID,W,TScore,OScore,TFGM,TFGA,TFGM3,TFGA3,TFTM,TFTA,TOR,TDR,TAst,TTO,TStl,TBlk,TPF,OFGM,OFGA,OFGM3,OFGA3,OFTM,OFTA,OOR,ODR,OAst,OTO,OStl,OBlk,OPF,TgameScore,OgameScore,T_a_sun,T_a_ten,T_aac,T_acc,T_aec,T_big_east,T_big_sky,T_big_south,T_big_ten,T_big_twelve,T_big_west,T_caa,T_cusa,T_horizon,T_ivy,T_maac,T_mac,T_meac,T_mvc,T_mwc,T_nec,T_ovc,T_pac_twelve,T_patriot,T_sec,T_southern,T_southland,T_summit,T_sun_belt,T_swac,T_wac,T_wcc,O_a_sun,O_a_ten,O_aac,O_acc,O_aec,O_big_east,O_big_sky,O_big_south,O_big_ten,O_big_twelve,O_big_west,O_caa,O_cusa,O_horizon,O_ivy,O_maac,O_mac,O_meac,O_mvc,O_mwc,O_nec,O_ovc,O_pac_twelve,O_patriot,O_sec,O_southern,O_southland,O_summit,O_sun_belt,O_swac,O_wac,O_wcc
11,1366,1153,0,84.73333333333333,74.47058823529412,28.86666666666667,72.73333333333333,12.166666666666664,40.3,14.833333333333336,21.33333333333333,12.633333333333333,24.5,15.5,14.066666666666665,9.1,2.7,19.2,26.264705882352942,58.0,7.294117647058822,20.44117647058824,14.647058823529413,21.323529411764707,13.058823529411766,25.85294117647059,15.970588235294118,11.470588235294118,7.294117647058822,5.529411764705882,15.823529411764708,77,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1155,1441,1,73.28125,66.86666666666666,25.28125,55.8125,8.3125,22.6875,14.40625,19.03125,8.96875,26.5,13.1875,12.09375,5.6875,4.84375,16.0,23.466666666666665,57.66666666666666,7.1,21.53333333333333,12.833333333333336,18.33333333333333,10.9,22.4,12.833333333333336,15.333333333333336,7.666666666666668,2.833333333333333,18.03333333333333,85,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1373,1158,0,67.6875,75.19354838709677,23.5,55.9375,6.875,18.75,13.8125,20.375,11.0625,24.75,11.09375,15.09375,4.78125,3.25,20.03125,25.87096774193548,56.161290322580655,7.580645161290323,20.83870967741936,15.870967741935484,20.677419354838708,8.35483870967742,24.451612903225808,11.06451612903226,9.870967741935484,5.354838709677419,3.6774193548387095,16.64516129032258,60,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1160,1294,1,72.09375,79.03225806451613,25.3125,57.46875,7.53125,21.0,13.9375,19.125,10.125,27.375,12.78125,14.09375,4.375,3.8125,19.40625,28.258064516129032,60.967741935483865,8.387096774193548,23.903225806451612,14.129032258064516,20.225806451612907,9.677419354838712,27.387096774193548,11.483870967741936,12.548387096774194,4.741935483870968,3.5806451612903225,19.741935483870968,66,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1170,1161,0,66.2,71.83870967741936,24.566666666666666,56.5,6.2666666666666675,18.133333333333333,10.8,15.733333333333333,8.366666666666667,23.4,12.7,12.0,5.266666666666667,3.3666666666666667,18.133333333333333,25.096774193548388,60.225806451612904,7.0,21.225806451612907,14.64516129032258,20.354838709677423,11.612903225806454,25.774193548387093,12.612903225806454,13.548387096774194,5.870967741935483,3.0967741935483866,19.61290322580645,61,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,1163,1159,1,68.15625,71.70967741935483,23.8125,57.25,6.71875,20.59375,13.8125,18.53125,10.5,23.84375,10.4375,12.59375,5.9375,3.71875,18.5,24.838709677419356,56.967741935483865,9.419354838709678,25.935483870967737,12.612903225806454,16.451612903225804,8.870967741935484,23.193548387096772,12.709677419354836,11.0,6.129032258064517,3.2580645161290325,16.387096774193548,70,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,1463,1166,0,73.5,83.96774193548387,26.266666666666666,57.46666666666667,8.033333333333333,24.4,12.933333333333335,17.833333333333332,8.666666666666666,24.8,15.866666666666667,13.3,6.5,2.9,17.8,30.548387096774192,61.58064516129032,10.35483870967742,27.516129032258068,12.516129032258064,16.70967741935484,7.193548387096773,28.70967741935484,17.838709677419356,11.35483870967742,5.483870967741934,2.4516129032258065,15.32258064516129,76,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1149,1172,0,68.75,76.4375,24.535714285714285,56.89285714285714,6.642857142857142,20.392857142857142,13.035714285714285,17.785714285714285,10.678571428571429,22.607142857142854,11.142857142857142,13.214285714285715,6.642857142857142,3.321428571428572,16.75,27.34375,56.65625,10.6875,27.3125,11.0625,13.875,6.90625,25.90625,16.84375,9.5625,4.78125,1.96875,15.03125,62,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1173,1123,1,72.38709677419354,75.12903225806451,25.935483870967737,53.903225806451616,8.0,23.741935483870968,12.516129032258064,17.129032258064516,7.741935483870968,23.483870967741932,15.741935483870966,13.741935483870966,5.225806451612904,2.5161290322580645,16.483870967741936,26.741935483870968,59.548387096774185,7.709677419354839,22.70967741935484,13.93548387096774,19.774193548387093,10.096774193548388,27.741935483870968,14.193548387096774,13.225806451612904,5.258064516129032,3.419354838709677,17.387096774193548,78,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1174,1350,1,69.58064516129032,71.78125,25.451612903225808,56.483870967741936,5.870967741935483,17.838709677419356,12.806451612903226,19.41935483870968,9.096774193548388,25.161290322580644,11.225806451612904,10.580645161290322,4.709677419354839,2.225806451612903,16.70967741935484,26.34375,57.1875,6.9375,20.75,12.15625,17.0,7.84375,22.53125,15.1875,11.65625,7.625,2.40625,16.1875,76,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1181,1189,1,84.6969696969697,72.2,30.54545454545455,61.93939393939394,8.303030303030303,21.96969696969697,15.303030303030305,21.60606060606061,13.545454545454545,28.33333333333333,17.515151515151516,12.606060606060606,7.5151515151515165,5.363636363636363,15.636363636363635,25.9,59.4,10.333333333333334,29.766666666666666,10.066666666666666,14.266666666666667,7.7333333333333325,27.03333333333333,15.733333333333333,11.666666666666664,4.166666666666667,2.033333333333333,15.766666666666667,97,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1349,1184,0,67.34482758620689,70.13793103448276,22.86206896551724,56.51724137931034,8.551724137931034,26.655172413793107,13.06896551724138,19.86206896551724,10.344827586206897,25.82758620689655,12.241379310344827,14.586206896551724,5.275862068965517,2.103448275862069,16.655172413793107,24.517241379310345,56.41379310344828,7.206896551724138,20.51724137931034,13.89655172413793,18.82758620689655,9.310344827586208,22.482758620689655,12.620689655172415,13.275862068965518,6.379310344827586,3.4482758620689653,17.586206896551722,72,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,1117,1191,0,72.66666666666667,63.9,25.7,59.43333333333333,7.2333333333333325,21.766666666666666,14.033333333333333,19.733333333333334,11.2,22.1,10.366666666666667,13.2,6.5,2.7333333333333334,18.53333333333333,22.23333333333333,51.36666666666667,5.6,14.033333333333333,13.833333333333336,17.666666666666668,7.466666666666668,25.0,12.533333333333333,13.8,6.1,2.833333333333333,18.3,63,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1224,1203,0,73.93548387096773,67.42424242424242,25.548387096774192,60.645161290322584,8.129032258064516,23.322580645161292,14.709677419354836,20.93548387096774,11.193548387096774,23.677419354838708,12.096774193548386,13.129032258064516,5.161290322580644,2.548387096774193,20.580645161290324,25.21212121212121,56.39393939393939,5.454545454545454,17.0,11.545454545454545,16.272727272727273,10.606060606060606,23.33333333333333,13.333333333333336,12.757575757575758,5.727272727272728,4.9393939393939394,14.727272727272727,75,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1204,1448,1,73.7741935483871,73.3225806451613,25.41935483870968,59.67741935483871,7.838709677419355,23.322580645161292,15.096774193548386,22.806451612903228,11.709677419354836,25.096774193548388,9.612903225806454,11.290322580645164,6.516129032258066,3.5161290322580645,19.322580645161292,25.838709677419356,58.903225806451616,7.774193548387097,20.774193548387093,13.870967741935484,18.806451612903224,10.870967741935484,24.87096774193548,13.93548387096774,13.129032258064516,5.838709677419355,3.5161290322580645,19.483870967741932,85,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1248,1206,0,70.83333333333333,71.84848484848484,25.066666666666666,54.96666666666667,8.5,22.73333333333333,12.2,15.833333333333336,6.7,26.23333333333333,12.466666666666667,13.3,4.166666666666667,3.2,16.533333333333335,25.484848484848484,59.06060606060606,6.96969696969697,21.363636363636363,13.909090909090908,18.75757575757576,9.969696969696967,26.78787878787879,11.454545454545455,12.87878787878788,6.0606060606060606,2.9090909090909087,16.393939393939394,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1208,1136,1,68.0909090909091,69.96774193548387,23.24242424242424,55.30303030303031,6.090909090909091,19.151515151515152,15.515151515151516,22.181818181818183,12.303030303030305,27.12121212121212,12.181818181818182,12.727272727272727,3.8181818181818175,4.727272727272728,16.151515151515152,24.87096774193548,60.67741935483871,8.35483870967742,24.35483870967742,11.870967741935484,16.838709677419356,10.064516129032258,22.193548387096772,13.451612903225806,12.93548387096774,6.129032258064517,1.3870967741935485,19.387096774193548,79,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1211,1411,1,84.5,77.6470588235294,30.85294117647059,61.32352941176471,9.088235294117649,24.294117647058826,13.705882352941178,18.97058823529412,11.058823529411764,28.85294117647059,15.735294117647056,11.294117647058822,6.441176470588236,3.7058823529411766,17.058823529411768,25.823529411764714,58.5,7.8235294117647065,21.529411764705888,18.176470588235293,25.294117647058826,10.294117647058824,25.882352941176467,12.264705882352944,12.617647058823529,5.588235294117646,3.941176470588236,17.735294117647058,97,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,1213,1197,1,73.21875,68.66666666666667,24.78125,58.71875,7.3125,22.9375,16.34375,23.25,12.09375,26.9375,15.40625,13.4375,6.25,3.8125,20.5,24.33333333333333,58.21212121212121,6.333333333333332,18.03030303030303,13.666666666666664,18.666666666666668,10.151515151515152,21.87878787878788,10.87878787878788,13.818181818181818,5.606060606060606,3.1515151515151514,18.12121212121212,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1216,1148,1,70.12903225806451,67.84375,25.096774193548388,55.32258064516129,8.064516129032258,23.677419354838708,11.870967741935484,17.387096774193548,8.290322580645162,25.0,12.838709677419354,12.258064516129034,6.03225806451613,3.870967741935484,18.322580645161292,24.625,54.375,6.1875,18.78125,12.40625,17.75,10.03125,25.28125,12.40625,14.78125,5.03125,3.34375,17.15625,85,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1115,1218,0,65.91428571428571,69.10714285714286,23.285714285714285,53.228571428571435,6.2,18.857142857142858,13.142857142857142,19.457142857142856,7.9714285714285715,21.4,12.2,14.2,7.857142857142858,4.114285714285714,19.542857142857144,23.67857142857143,53.92857142857143,6.607142857142858,20.357142857142858,15.142857142857142,21.964285714285715,8.678571428571429,24.285714285714285,14.0,13.571428571428573,5.392857142857144,2.0,19.75,70,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1456,1219,0,83.0,67.66666666666667,28.62068965517241,56.82758620689656,10.379310344827584,24.62068965517241,15.379310344827585,18.96551724137931,6.413793103448277,25.48275862068965,16.93103448275862,12.379310344827585,5.344827586206896,3.724137931034482,17.275862068965516,24.444444444444446,55.22222222222222,5.5555555555555545,15.481481481481481,13.222222222222221,18.814814814814813,10.481481481481481,23.296296296296298,11.0,12.666666666666664,6.5555555555555545,2.5185185185185186,18.62962962962963,66,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1119,1220,0,73.72413793103449,78.56666666666666,27.13793103448276,61.17241379310346,9.689655172413792,25.448275862068964,9.75862068965517,14.965517241379311,10.0,25.068965517241377,16.517241379310345,13.448275862068966,5.620689655172414,2.689655172413793,19.931034482758623,27.7,59.86666666666667,8.3,22.23333333333333,14.866666666666667,21.86666666666667,10.8,24.466666666666665,13.133333333333333,10.966666666666667,4.833333333333333,2.6,18.7,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1221,1357,1,63.612903225806456,68.16666666666667,23.35483870967742,50.612903225806456,6.548387096774193,20.096774193548384,10.35483870967742,15.0,5.741935483870968,22.64516129032258,13.580645161290322,12.290322580645164,6.225806451612903,3.3870967741935485,17.322580645161292,25.36666666666667,58.16666666666666,5.7333333333333325,19.166666666666668,11.7,17.466666666666665,11.733333333333333,27.93333333333333,12.8,15.0,4.566666666666666,2.3,18.466666666666665,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1222,1270,1,77.42424242424242,72.44,27.57575757575757,59.18181818181818,8.636363636363637,22.33333333333333,13.636363636363635,19.03030303030303,11.848484848484848,26.72727272727273,14.909090909090908,12.151515151515152,6.424242424242424,3.121212121212121,21.03030303030303,25.88,60.12,6.96,20.12,13.72,19.68,10.96,26.36,10.48,13.76,4.76,4.48,17.84,81,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1300,1227,0,70.38709677419354,74.76666666666667,26.161290322580644,56.903225806451616,5.96774193548387,17.967741935483872,12.096774193548386,17.741935483870968,11.129032258064516,25.483870967741932,14.838709677419354,14.161290322580646,4.67741935483871,3.419354838709677,19.483870967741932,26.33333333333333,58.73333333333333,6.7333333333333325,19.466666666666665,15.366666666666667,21.2,10.433333333333334,27.53333333333333,12.8,15.4,6.866666666666666,6.833333333333332,19.53333333333333,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1228,1380,1,75.16129032258064,67.38709677419354,26.580645161290327,60.67741935483871,7.290322580645161,21.967741935483872,14.709677419354836,20.06451612903226,12.35483870967742,20.483870967741932,13.64516129032258,13.387096774193546,7.32258064516129,2.161290322580645,22.548387096774192,22.903225806451612,57.548387096774185,5.193548387096773,15.64516129032258,16.387096774193548,23.87096774193548,12.64516129032258,25.64516129032258,10.774193548387096,13.483870967741936,5.419354838709676,3.7096774193548394,19.0,102,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
